ASV,Kingdom,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy,Supergroup,Division
ASV_5095,Obazoa,Eukaryota,not_provided,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,not_provided,Opisthokonta,Choanoflagellata
ASV_5096,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiophyceae_X,Prymnesiophyceae_XX,Prymnesiophyceae_XXX,Prymnesiophyceae_XXX_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_5097,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5098,Eukaryota,not_provided,unknown,unknown,Ancyromonadida,Planomonadidae,Planomonas,unassigned,not_provided,not_provided,not_provided
ASV_5099,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Filosa-Thecofilosea_X,not_provided,not_provided,not_provided,not_provided,Rhizaria,Cercozoa
ASV_5100,TSAR,Eukaryota,not_provided,Oligohymenophorea,Apostomatia,not_provided,not_provided,not_provided,not_provided,Alveolata,Ciliophora
ASV_5101,TSAR,Eukaryota,not_provided,Bacillariophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_5102,Obazoa,Eukaryota,not_provided,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Malassezia,Malassezia_sp.,not_provided,Opisthokonta,Fungi
ASV_5103,Eukaryota,not_provided,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned,not_provided,not_provided,not_provided
ASV_5104,TSAR,Eukaryota,not_provided,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_5105,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5106,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra_weissflogii,not_provided,Stramenopiles,Gyrista
ASV_5107,Obazoa,Eukaryota,not_provided,Cnidaria,Cnidaria_X,Hydrozoa,Bougainvillia,Bougainvillia_sp.,not_provided,Opisthokonta,Metazoa
ASV_5108,Obazoa,Eukaryota,not_provided,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_H,Stephanoecidae_Group_H_X,Stephanoecidae_Group_H_X_sp.,not_provided,Opisthokonta,Choanoflagellata
ASV_5109,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5110,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,not_provided,not_provided,not_provided
ASV_5111,Eukaryota,not_provided,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,Incisomonas marina,not_provided,not_provided,not_provided
ASV_5112,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5113,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5114,Eukaryota,not_provided,unknown,Bigyra,Oblongichytrida,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5115,Eukaryota,not_provided,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,unassigned,not_provided,not_provided,not_provided
ASV_5116,Eukaryota,not_provided,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unassigned,not_provided,not_provided,not_provided
ASV_5117,Eukaryota,not_provided,Haptista,Haptophyta,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5118,Eukaryota,not_provided,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,unassigned,not_provided,not_provided,not_provided
ASV_5119,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5120,Eukaryota,not_provided,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,unassigned,not_provided,not_provided,not_provided
ASV_5121,Eukaryota,not_provided,Cercozoa,Chlorarachniophyceae,unknown,unknown,Minorisa,Minorisa sp. SRT705,not_provided,not_provided,not_provided
ASV_5122,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5123,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5124,Eukaryota,not_provided,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5125,Eukaryota,not_provided,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum tsawwassenense,not_provided,not_provided,not_provided
ASV_5126,Eukaryota,not_provided,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5127,TSAR,Eukaryota,not_provided,Opalozoa,Nanomonadea,MAST-3,MAST-3B,MAST-3B_sp.,not_provided,Stramenopiles,Bigyra
ASV_5128,Archaeplastida,Eukaryota,not_provided,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae_X,Crustomastigaceae_X_sp.,not_provided,Chlorophyta,Chlorophyta_X
ASV_5129,TSAR,Eukaryota,not_provided,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_sp.,not_provided,Stramenopiles,Gyrista
ASV_5130,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_5131,TSAR,Eukaryota,not_provided,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,not_provided,Stramenopiles,Bigyra
ASV_5132,TSAR,Eukaryota,not_provided,Peronosporomycetes,Peronosporomycetes_X,Peronosporomycetes_XX,Peronosporomycetes_XXX,Peronosporomycetes_XXX_sp.,not_provided,Stramenopiles,Gyrista
ASV_5133,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5134,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5135,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Marimonadida,Marimonadida_X,not_provided,not_provided,not_provided,Rhizaria,Cercozoa
ASV_5136,TSAR,Eukaryota,not_provided,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.,not_provided,Stramenopiles,Gyrista
ASV_5137,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5138,TSAR,Eukaryota,not_provided,Chrysophyceae,Chrysophyceae_Clade-EC2H,Chrysophyceae_Clade-EC2H_X,Chrysophyceae_Clade-EC2H_XX,Chrysophyceae_Clade-EC2H_XX_sp.,not_provided,Stramenopiles,Gyrista
ASV_5139,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5140,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_5141,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Clausocalanus,Clausocalanus_furcatus,not_provided,Opisthokonta,Metazoa
ASV_5142,Eukaryota,not_provided,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis acuminata,not_provided,not_provided,not_provided
ASV_5143,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Pseudohaptolina,Pseudohaptolina_birgeri,not_provided,Haptophyta,Haptophyta_X
ASV_5144,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,not_provided,not_provided,not_provided,Opisthokonta,Metazoa
ASV_5145,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5146,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5147,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5148,TSAR,Eukaryota,not_provided,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_affinis,not_provided,Stramenopiles,Gyrista
ASV_5149,Haptista,Eukaryota,not_provided,Haptophyta_Clade_HAP3,Haptophyta_Clade_HAP3_X,Haptophyta_Clade_HAP3_XX,Haptophyta_Clade_HAP3_XXX,Haptophyta_Clade_HAP3_XXX_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_5150,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5151,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_5152,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5153,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5154,Obazoa,Eukaryota,not_provided,Choanoflagellatea,Craspedida,Monosigidae_Group_B,Monosigidae_Group_B_X,Monosigidae_Group_B_X_sp.,not_provided,Opisthokonta,Choanoflagellata
ASV_5155,TSAR,Eukaryota,not_provided,Dinophyceae,Suessiales,Suessiaceae,Biecheleriopsis,Biecheleriopsis_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5156,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5157,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_helveticum,not_provided,Alveolata,Dinoflagellata
ASV_5158,TSAR,Eukaryota,not_provided,Peronosporomycetes,Peronosporomycetes_X,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_5159,TSAR,Eukaryota,not_provided,Peronosporomycetes,Peronosporomycetes_X,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_5160,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Ruttnera,Ruttnera_lamellosa,not_provided,Haptophyta,Haptophyta_X
ASV_5161,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra_weissflogii,not_provided,Stramenopiles,Gyrista
ASV_5162,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Pseudocalanus,Pseudocalanus_elongatus,not_provided,Opisthokonta,Metazoa
ASV_5163,Eukaryota,not_provided,unknown,Dinophyceae,Blastodiniales,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5164,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,Thaumatomastix_sp.,not_provided,Rhizaria,Cercozoa
ASV_5165,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Strombidiidae,not_provided,not_provided,not_provided,Alveolata,Ciliophora
ASV_5166,Eukaryota,not_provided,Bacillariophyta,Mediophyceae,Anaulales,Anaulaceae,Ceratanaulus,Ceratanaulus creticus,not_provided,not_provided,not_provided
ASV_5167,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,not_provided,not_provided,not_provided
ASV_5168,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5169,Eukaryota,not_provided,unknown,Chrysophyceae,Hibberdiales,Hibberdiaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5170,Eukaryota,not_provided,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5171,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5172,Eukaryota,not_provided,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Polykrikos,Polykrikos kofoidii,not_provided,not_provided,not_provided
ASV_5173,Eukaryota,not_provided,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5174,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5175,Eukaryota,not_provided,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5176,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,not_provided,not_provided,not_provided
ASV_5177,Eukaryota,not_provided,unknown,Acantharea,Chaunacanthida,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5178,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5179,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5180,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5181,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5182,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5183,Eukaryota,not_provided,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,unassigned,not_provided,not_provided,not_provided
ASV_5184,TSAR,Eukaryota,not_provided,Acantharea,Acantharea_3,Acantharea_3b,Acantharea_3b_X,Acantharea_3b_X_sp.,not_provided,Rhizaria,Radiolaria
ASV_5185,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5186,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_5187,TSAR,Eukaryota,not_provided,Gregarinomorphea,Gregarinomorphea_X,Gregarinomorphea_XX,Selenidium1,Selenidium1_neosabellariae,not_provided,Alveolata,Apicomplexa
ASV_5188,Eukaryota,not_provided,unknown,Chrysophyceae,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5189,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,not_provided,not_provided,not_provided
ASV_5190,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5191,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5192,TSAR,Eukaryota,not_provided,Bacillariophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_5193,TSAR,Eukaryota,not_provided,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_arctica,not_provided,Stramenopiles,Gyrista
ASV_5194,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_5195,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,not_provided,not_provided,not_provided,Opisthokonta,Metazoa
ASV_5196,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5197,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5198,TSAR,Eukaryota,not_provided,Spirotrichea,Euplotia,Uronychiidae,Uronychia,Uronychia_setigera,not_provided,Alveolata,Ciliophora
ASV_5199,TSAR,Eukaryota,not_provided,Spirotrichea,Choreotrichida-Tintinnina,Eutintinnidae,Eutintinnus,Eutintinnus_sp.,not_provided,Alveolata,Ciliophora
ASV_5200,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,not_provided,not_provided,not_provided,Opisthokonta,Metazoa
ASV_5201,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_5202,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,not_provided,not_provided,not_provided,not_provided,Opisthokonta,Metazoa
ASV_5203,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,not_provided,not_provided,Stramenopiles,Gyrista
ASV_5204,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_5205,TSAR,Eukaryota,not_provided,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5206,Archaeplastida,Eukaryota,not_provided,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula_pacifica,not_provided,Chlorophyta,Chlorophyta_X
ASV_5207,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Abollifer,Abollifer_prolabens,not_provided,Rhizaria,Cercozoa
ASV_5208,TSAR,Eukaryota,not_provided,Sagenista,Labyrinthulomycetes,Labyrinthulaceae,Aplanochytrium,Aplanochytrium_sp.,not_provided,Stramenopiles,Bigyra
ASV_5209,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5210,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5211,Archaeplastida,Eukaryota,not_provided,Prasino-Clade-9,Prasino-Clade-9_X,Prasino-Clade-9_XX,Prasino-Clade-9_XXX,Prasino-Clade-9_XXX_sp.,not_provided,Chlorophyta,Chlorophyta_X
ASV_5212,Archaeplastida,Eukaryota,not_provided,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix_tenuilepis,not_provided,Chlorophyta,Chlorophyta_X
ASV_5213,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5214,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5215,TSAR,Eukaryota,not_provided,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5216,TSAR,Eukaryota,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided
ASV_5217,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5218,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5219,not_provided,Eukaryota,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided,not_provided
ASV_5220,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5221,TSAR,Eukaryota,not_provided,Polycystinea,Nassellaria,Cannobotryidae,Cannobotryidae_X,Cannobotryidae_X_sp.,not_provided,Rhizaria,Radiolaria
ASV_5222,TSAR,Eukaryota,not_provided,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,RAD-C_Xb_X_sp.,not_provided,Rhizaria,Radiolaria
ASV_5223,TSAR,Eukaryota,not_provided,Filosa-Granofilosea,Filosa-Granofilosea_X,Novel-Gran-234,Novel-Gran-234_X,Novel-Gran-234_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_5224,Archaeplastida,Eukaryota,not_provided,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinoderma,Prasinoderma_sp.,not_provided,Prasinodermophyta,Prasinodermophyta_X
ASV_5225,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5226,Obazoa,Eukaryota,not_provided,Ichthyophonida,Abeoformidae,Abeoformidae_Group_MAIP_1,Abeoformidae_Group_MAIP_1_X,Abeoformidae_Group_MAIP_1_X_sp.,not_provided,Opisthokonta,Ichthyosporea
ASV_5227,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5228,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5229,Eukaryota,not_provided,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,unassigned,not_provided,not_provided,not_provided
ASV_5230,Eukaryota,not_provided,Mollusca,Bivalvia,Pectinoida,Pectinidae,Crassadoma,Crassadoma gigantea,not_provided,not_provided,not_provided
ASV_5231,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5232,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned,not_provided,not_provided,not_provided
ASV_5233,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5234,Eukaryota,not_provided,Cnidaria,Hydrozoa,Trachymedusae,Geryoniidae,Liriope,Liriope tetraphylla,not_provided,not_provided,not_provided
ASV_5235,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5236,Eukaryota,not_provided,Ciliophora,Spirotrichea,unknown,Tontoniidae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5237,Eukaryota,not_provided,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,Pectinaria auricoma,not_provided,not_provided,not_provided
ASV_5238,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,not_provided,not_provided,not_provided
ASV_5239,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,not_provided,not_provided,not_provided
ASV_5240,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5241,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5242,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5243,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned,not_provided,not_provided,not_provided
ASV_5244,TSAR,Eukaryota,not_provided,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos_digitatus,not_provided,Alveolata,Dinoflagellata
ASV_5245,Eukaryota,not_provided,unknown,Chrysophyceae,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_5246,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,not_provided,not_provided,not_provided
ASV_5247,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned,not_provided,not_provided,not_provided
ASV_5248,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,not_provided,not_provided,not_provided
ASV_5249,TSAR,Eukaryota,not_provided,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_5250,Obazoa,Eukaryota,not_provided,Mollusca,Polyplacophora,Polyplacophora_X,Tonicella,Tonicella_lineata,not_provided,Opisthokonta,Metazoa
ASV_5251,TSAR,Eukaryota,not_provided,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_simplex,not_provided,Stramenopiles,Gyrista
ASV_5252,TSAR,Eukaryota,not_provided,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_kenaiensis,not_provided,Stramenopiles,Bigyra
ASV_5253,TSAR,Eukaryota,not_provided,Mediophyceae,Anaulales,Anaulaceae,Ceratanaulus,Ceratanaulus_creticus,not_provided,Stramenopiles,Gyrista
