,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_60882,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_60909,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_60920,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_60925,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,g_,s_
ASV_60964,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_60974,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_61005,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,s_
ASV_61019,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61027,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_61063,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61092,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_61133,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61153,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,g_,s_
ASV_61156,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_61173,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61194,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_61203,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta setosa
ASV_61223,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61387,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_61434,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_61449,Eukaryota,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,Stylodrilus heringianus
ASV_61453,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61479,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61713,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61717,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61771,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_61841,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_61892,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,g_,s_
ASV_61909,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_61931,Eukaryota,Chordata,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,Hypsoblennius jenkinsi
ASV_61967,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_62007,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_62051,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_62067,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_62205,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Oceaniidae,g_,s_
ASV_62211,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_62231,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_62358,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_62369,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,g_,s_
ASV_62370,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_62396,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_62509,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_62555,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_62582,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_62590,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_62599,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_62614,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_62620,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_62661,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_62672,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_62673,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,g_,s_
ASV_62685,Eukaryota,unknown,Oomycota,Leptomitales,unknown,g_,s_
ASV_62717,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondria,Chondria sp. 1 SSut-2019a
ASV_62798,Eukaryota,Discosea,unknown,Longamoebia,Acanthamoebidae,g_,s_
ASV_62831,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,g_,s_
ASV_62843,Eukaryota,Discosea,unknown,Himatismenida,Cochliopodiidae,g_,s_
ASV_62869,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_62911,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_62971,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_63094,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_63161,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_63172,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_63195,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_63285,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_63308,Eukaryota,Discosea,unassigned,unassigned,unassigned,g_,s_
ASV_63324,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_63331,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_63392,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,unassigned,unassigned
ASV_63768,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,g_,s_
ASV_63771,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_63829,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,g_,s_
ASV_63830,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_63836,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_63896,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,g_,s_
ASV_63985,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_63987,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64008,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Macrotrichidae,g_,s_
ASV_64080,Eukaryota,Arthropoda,Insecta,Coleoptera,Zopheridae,g_,s_
ASV_64094,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_64115,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_64135,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64274,Eukaryota,unknown,unknown,Telonemida,unassigned,g_,s_
ASV_64340,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_64390,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,g_,s_
ASV_64400,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_64463,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_64488,Eukaryota,Ascomycota,Dothideomycetes,unassigned,unassigned,g_,s_
ASV_64499,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_64556,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64585,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64622,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_64685,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64703,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned
ASV_64745,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64757,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_64778,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_64793,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_64915,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_64918,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,g_,s_
ASV_64973,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_64986,Eukaryota,Arthropoda,Insecta,Coleoptera,Staphylinidae,g_,s_
ASV_65029,Eukaryota,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia,Amathia cf. citrina AW-2014
ASV_65040,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_65050,Eukaryota,Discosea,Flabellinia,unknown,Vannellidae,g_,s_
ASV_65104,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_
ASV_65117,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_65118,Eukaryota,Arthropoda,Insecta,Hemiptera,unknown,g_,s_
ASV_65230,Eukaryota,Haptista,Haptophyta,Prymnesiales,unassigned,unassigned,unassigned
ASV_65389,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_65485,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,unassigned
ASV_65637,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_65855,Eukaryota,Arthropoda,Insecta,Coleoptera,Latridiidae,Latridius,Latridius anthracinus
ASV_65870,Eukaryota,Echinodermata,Crinoidea,Comatulida,Antedonidae,Antedon,Antedon bifida
ASV_65892,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens
ASV_65916,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_65945,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Parengyodontium,s_
ASV_65985,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_66000,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,g_,s_
ASV_66011,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_66285,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_66315,Eukaryota,Discosea,Flabellinia,unknown,Vannellidae,g_,s_
ASV_66370,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_66435,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_66507,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,g_,s_
ASV_66526,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_66583,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_66599,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_66617,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_66699,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_66720,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_66747,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_66872,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_66983,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_66992,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_67055,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_67059,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_67194,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_67273,Eukaryota,Chlorophyta,Trebouxiophyceae,unknown,unknown,g_,s_
ASV_67310,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_67319,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_67321,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_67332,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,g_,s_
ASV_67334,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_67384,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_67448,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_67537,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,g_,s_
ASV_67636,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax
ASV_67650,Eukaryota,Arthropoda,Arachnida,Araneae,unassigned,g_,s_
ASV_67657,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_67676,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_67703,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_67773,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_67777,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_67807,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_67817,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_68315,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_68334,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_68363,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,g_,s_
ASV_68442,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_68454,Eukaryota,Discosea,unassigned,unassigned,unassigned,g_,s_
ASV_68515,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_68589,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,g_,s_
ASV_68597,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_68627,Eukaryota,Arthropoda,Insecta,Trichoptera,Limnephilidae,Pycnopsyche,Pycnopsyche lepida
ASV_68679,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,Xolalgidae,g_,s_
ASV_68712,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_68725,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_68764,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,unassigned
ASV_68838,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_68876,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_68936,Eukaryota,Tubulinea,Elardia,Euamoebida,Hartmannellidae,g_,s_
ASV_68942,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_68946,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_68947,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_68960,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_68971,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_69009,Eukaryota,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis
ASV_69022,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_69069,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,g_,s_
ASV_69082,Eukaryota,Mollusca,Gastropoda,unknown,Planorbidae,g_,s_
ASV_69124,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_69174,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_69203,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,g_,s_
ASV_69214,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_69235,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_69372,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,g_,s_
ASV_69448,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,g_,s_
ASV_69516,Eukaryota,Discosea,unknown,Himatismenida,unknown,g_,s_
ASV_69531,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_69570,Eukaryota,Discosea,Flabellinia,unknown,Vannellidae,g_,s_
ASV_69659,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_69676,Eukaryota,Endomyxa,unknown,Plasmodiophorida,Plasmodiophoridae,g_,s_
ASV_69703,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_69732,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_69896,Bacteria,unknown,unknown,unknown,unknown,g_,s_
ASV_69961,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70027,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70074,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70103,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_70109,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_70112,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_70120,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Agalma,Agalma elegans
ASV_70189,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_70214,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,g_,s_
ASV_70223,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_70287,Eukaryota,Arthropoda,Insecta,Trichoptera,unassigned,unassigned,unassigned
ASV_70288,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70336,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,Bugula neritina
ASV_70430,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_70491,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70656,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70674,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,g_,s_
ASV_70758,Eukaryota,Nemertea,Palaeonemertea,unknown,Tubulanidae,g_,s_
ASV_70780,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_70997,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_71004,Eukaryota,Rhodophyta,Florideophyceae,Plocamiales,Plocamiaceae,g_,s_
ASV_71023,Eukaryota,Annelida,Polychaeta,unassigned,unassigned,g_,s_
ASV_71231,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_71289,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_71311,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_71411,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_71517,Eukaryota,Rhodophyta,Florideophyceae,unassigned,unassigned,g_,s_
ASV_71525,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_71529,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_71537,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Clavidae,g_,s_
ASV_71652,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_71687,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_71714,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_71730,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_71746,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_71748,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_71759,Eukaryota,unknown,Phaeophyceae,Fucales,Durvillaeaceae,g_,s_
ASV_71950,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_71978,Eukaryota,Discosea,unknown,Himatismenida,unknown,g_,s_
ASV_72010,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_
ASV_72112,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_72123,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_72164,Eukaryota,Rhodophyta,Florideophyceae,unassigned,unassigned,g_,s_
ASV_72176,Eukaryota,Cnidaria,Anthozoa,Pennatulacea,Renillidae,Renilla,Renilla muelleri
ASV_72290,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_72330,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_72367,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_72409,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_72412,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_72420,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_72425,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_72434,Eukaryota,unknown,Phaeophyceae,Sphacelariales,Sphacelariaceae,g_,s_
ASV_72460,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_72528,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_72573,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_72576,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_72606,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_72609,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_72621,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,g_,s_
ASV_72643,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_72656,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_72683,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_72720,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_72734,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_72754,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_72756,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_72763,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_72871,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,g_,s_
ASV_72976,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Osmundea,Osmundea spectabilis
ASV_72982,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_73049,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium minutum
ASV_73088,Eukaryota,Bacillariophyta,Fragilariophyceae,unassigned,unassigned,g_,s_
ASV_73185,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,g_,s_
ASV_73193,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,g_,s_
ASV_73202,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_73227,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_73282,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_73284,Eukaryota,unknown,Phaeophyceae,Sphacelariales,Sphacelariaceae,g_,s_
ASV_73316,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_73335,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_73340,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_73354,Eukaryota,Ascomycota,Dothideomycetes,unassigned,unassigned,g_,s_
ASV_73371,Eukaryota,Ascomycota,Sordariomycetes,unassigned,unassigned,g_,s_
ASV_73413,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_73432,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_73439,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_73469,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_73472,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_
ASV_73481,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_73483,Eukaryota,unknown,Phaeophyceae,Sphacelariales,Choristocarpaceae,g_,s_
ASV_73504,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_73529,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_73728,Eukaryota,Porifera,Demospongiae,unassigned,unassigned,g_,s_
ASV_73758,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_73780,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,unassigned
ASV_74034,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_74114,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_74159,Eukaryota,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus droebachiensis
ASV_74170,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
