,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2745,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,Thaumatomastix,Thaumatomastix sp. CC002-Boundary Bay
ASV_2748,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2749,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2750,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2751,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2755,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,s_
ASV_2760,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,unassigned
ASV_2762,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,unassigned
ASV_2763,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2764,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,unknown,g_,s_
ASV_2766,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_2772,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,s_
ASV_2775,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_2776,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Pyrenomonadaceae,g_,s_
ASV_2781,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium minutum
ASV_2785,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2786,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2787,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2788,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2790,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2791,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,Amylax triacantha
ASV_2792,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_2793,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2795,Eukaryota,Ctenophora,Tentaculata,unassigned,unassigned,unassigned,unassigned
ASV_2796,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_2800,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2802,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2803,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2804,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2805,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2808,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_2812,Eukaryota,unknown,Ichthyosporea,Ichthyophonida,unassigned,unassigned,unassigned
ASV_2813,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_2815,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2817,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2818,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2819,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Stokesiidae,g_,s_
ASV_2821,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_2824,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,g_,s_
ASV_2825,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_2826,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2829,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned
ASV_2832,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2837,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,unassigned,unassigned
ASV_2840,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2841,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2844,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned
ASV_2852,Eukaryota,Rhodophyta,Florideophyceae,unassigned,unassigned,g_,s_
ASV_2855,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_2859,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unassigned,g_,s_
ASV_2867,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2870,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2871,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2875,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,Euduboscquella,unassigned
ASV_2878,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2879,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2880,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unknown,Florenciella,unassigned
ASV_2882,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2884,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Cinetochilidae,g_,s_
ASV_2886,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2887,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_2889,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2891,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2892,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2893,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2894,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2899,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Bacteriastrum,s_
ASV_2900,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_2904,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2906,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2912,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2914,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,unassigned,g_,s_
ASV_2916,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2917,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,g_,s_
ASV_2918,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2919,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2920,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2923,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_2925,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2928,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_2929,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,unassigned,unassigned
ASV_2931,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned
ASV_2934,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,s_
ASV_2937,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_2939,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_2940,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2948,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2955,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2956,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2957,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2959,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
ASV_2964,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2966,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2967,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2974,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2980,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2983,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2984,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2985,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2987,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2989,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2998,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2999,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3000,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3003,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,unassigned,unassigned,unassigned
ASV_3004,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3008,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3011,Eukaryota,Cercozoa,Thecofilosea,Tectofilosida,Chlamydophryidae,Trachyrhizium,Trachyrhizium urniformis
ASV_3012,Eukaryota,unknown,unknown,unknown,unknown,Solenicola,Solenicola setigera
ASV_3013,Eukaryota,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,unassigned
ASV_3023,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paulsenella,Paulsenella vonstoschii
ASV_3024,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3025,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,unassigned,unassigned
ASV_3026,Eukaryota,unknown,Polycystinea,Collodaria,Sphaerozoidae,g_,s_
ASV_3027,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3028,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,unassigned
ASV_3029,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3031,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_3033,Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,Ophiotrichidae,Ophiothrix,Ophiothrix oerstedii
ASV_3038,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_3039,Eukaryota,Endomyxa,Ascetosporea,Paradiniida,unknown,g_,s_
ASV_3041,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3043,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3051,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_3053,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 3 RG-2016
ASV_3055,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3056,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_3059,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3061,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3063,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3072,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_3077,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3081,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3082,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,unassigned
ASV_3086,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_3088,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3089,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3090,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_3095,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3096,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_3098,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3100,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3102,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3105,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,Pterosperma cristatum
ASV_3106,Eukaryota,Euglenozoa,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_3110,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3111,Eukaryota,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,g_,s_
ASV_3112,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,g_,s_
ASV_3113,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Oncaea,unassigned
ASV_3114,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3116,Eukaryota,Arthropoda,Insecta,Hymenoptera,unassigned,unassigned,unassigned
ASV_3122,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3124,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3128,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3130,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Pelagococcus,Pelagococcus subviridis
ASV_3132,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_3133,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3138,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3140,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3146,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3147,Eukaryota,Chlorophyta,unknown,unknown,unknown,unknown,Chlorophyta symbiont of Spongaster tetra
ASV_3149,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_3151,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3155,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_3157,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3162,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3163,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3164,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_3166,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3170,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3171,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3181,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3185,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_3187,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3188,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_3189,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,unassigned,unassigned,unassigned
ASV_3190,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3194,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_3196,Eukaryota,unknown,Dinophyceae,Syndiniales,unknown,g_,s_
ASV_3200,Eukaryota,Annelida,Polychaeta,Phyllodocida,Typhloscolecidae,Typhloscolex,s_
ASV_3201,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_3202,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_3206,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3207,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3211,Eukaryota,Ciliophora,Oligohymenophorea,unassigned,unassigned,unassigned,unassigned
ASV_3213,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_3214,Eukaryota,unknown,Bigyra,unassigned,unassigned,g_,s_
ASV_3215,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3221,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3224,Eukaryota,Cercozoa,Thecofilosea,Ventricleftida,Ventrifissuridae,Ventrifissura,Ventrifissura sp. SRT224
ASV_3226,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3227,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,s_
ASV_3232,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3236,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3238,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3240,Eukaryota,unknown,Acantharea,Arthracanthida,Acanthometridae,Acanthometra,unassigned
ASV_3249,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3250,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3256,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3258,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,Paragymnodinium shiwhaense
ASV_3259,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3262,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3269,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3271,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_3273,Eukaryota,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,unassigned,unassigned
ASV_3275,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_3278,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae,Leegaardiella,Leegaardiella sp. LS803
ASV_3282,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3283,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3284,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3286,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3288,Eukaryota,unknown,Acantharea,Arthracanthida,Acanthometridae,Acanthometra,Acanthometra sp. 3 ICG-2009
ASV_3289,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3291,Eukaryota,Ciliophora,Litostomatea,Cyclotrichida,Mesodiniidae,g_,s_
ASV_3293,Eukaryota,Picozoa,unknown,unknown,unknown,unknown,Picobiliphyte sp. MS584-11
ASV_3295,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3299,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_3300,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_
ASV_3302,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,s_
ASV_3303,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3305,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3307,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3320,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_3321,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3322,Eukaryota,Haptista,Haptophyta,Prymnesiales,unassigned,unassigned,s_
ASV_3331,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_3335,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_3339,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3341,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3344,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3346,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Stephanoeca,s_
ASV_3358,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3364,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3365,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,unassigned
ASV_3366,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3367,Eukaryota,unknown,Chrysomerophyceae,Chrysomeridales,Chrysomeridaceae,g_,s_
ASV_3370,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3373,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,s_
ASV_3374,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3376,Eukaryota,unknown,Polycystinea,Spumellaria,Ethmosphaeridae,Styptosphaera,Styptosphaera sp. 2013
ASV_3379,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3385,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3390,Eukaryota,Cercozoa,Chlorarachniophyceae,unknown,unknown,Minorisa,Minorisa sp. SRT710
ASV_3392,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_3401,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3405,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3406,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_3413,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_3417,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3419,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_3423,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,s_
ASV_3425,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3429,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_3432,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3433,Eukaryota,Euglenozoa,unknown,Diplonemea,Hemistasiidae,g_,s_
ASV_3436,Eukaryota,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis cryptochromatica
ASV_3441,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3445,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_3446,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3452,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3458,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3464,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3469,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_3470,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,unassigned,unassigned
ASV_3471,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3472,Eukaryota,unknown,Choanoflagellata,Acanthoecida,unassigned,unassigned,unassigned
ASV_3475,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3477,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_3478,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,s_
ASV_3482,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3484,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_3490,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3493,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,unassigned,unassigned
ASV_3494,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3495,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_3496,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3499,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_3501,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium divergens
ASV_3503,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,g_,s_
ASV_3505,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Stokesiidae,g_,s_
ASV_3507,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Planktoniella,Planktoniella sol
ASV_3510,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_3511,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_3512,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3514,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,Salpingella acuminata
ASV_3517,Eukaryota,Euglenozoa,unknown,Diplonemea,Hemistasiidae,g_,s_
ASV_3521,Eukaryota,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis,Bolinopsis infundibulum
ASV_3522,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3526,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
