ASV,domain,supergroup,division,subdivision,class,order,family,genus,species
ASV_9527,Eukaryota,,,,,,,,
ASV_9529,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,,,
ASV_9530,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,
ASV_9531,Eukaryota,,,,,,,,
ASV_9532,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonema-Group-2,Telonema_antarcticum
ASV_9533,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,,,,
ASV_9534,Eukaryota,TSAR,Rhizaria,Foraminifera,Globothalamea,Rotaliida,,,
ASV_9535,Eukaryota,TSAR,,,,,,,
ASV_9536,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Nanomonadea,MAST-3,MAST-3F,MAST-3F_sp.
ASV_9537,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,,
ASV_9538,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9539,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonema-Group-1,Telonema_subtile
ASV_9540,,,,,,,,,
ASV_9541,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9542,Eukaryota,,,,,,,,
ASV_9543,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,,,
ASV_9544,Eukaryota,,,,,,,,
ASV_9545,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,,,,
ASV_9546,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
ASV_9547,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9548,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastea,,,,
ASV_9549,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9550,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,Ventricleftida_X,Ventricleftida_XX,Ventricleftida_XX_sp.
ASV_9551,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9552,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,
ASV_9553,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,
ASV_9554,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,,
ASV_9555,Eukaryota,,,,,,,,
ASV_9556,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.
ASV_9557,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.
ASV_9558,,,,,,,,,
ASV_9559,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Scytomonadidae,,
ASV_9560,Eukaryota,,,,,,,,
ASV_9561,Eukaryota,,,,,,,,
ASV_9562,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9563,Eukaryota,,,,,,,,
ASV_9564,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2_X_sp.
ASV_9565,Eukaryota,TSAR,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Pterocorythidae,Pterocorys,Pterocorys_clausus
ASV_9567,Eukaryota,TSAR,,,,,,,
ASV_9568,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Heterolobosea_X,Creneidae,Creneis,Creneis_carolina
ASV_9569,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenophyceae,Rapazida,Rapazidae,Rapaza,Rapaza_viridis
ASV_9570,Eukaryota,TSAR,,,,,,,
ASV_9571,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I_X,Dino-Group-I_XX,Dino-Group-I_XX_sp.
ASV_9572,Eukaryota,,,,,,,,
ASV_9573,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,,,,
ASV_9574,Eukaryota,,,,,,,,
ASV_9575,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9576,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9577,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9578,Eukaryota,,,,,,,,
ASV_9579,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Erythropsidinium,Erythropsidinium_sp.
ASV_9580,Eukaryota,,,,,,,,
ASV_9581,,,,,,,,,
ASV_9582,Eukaryota,,,,,,,,
ASV_9583,Eukaryota,TSAR,,,,,,,
ASV_9584,Eukaryota,,,,,,,,
ASV_9585,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,,
ASV_9586,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,,,
ASV_9587,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,
ASV_9588,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12B,MAST-12B_sp.
ASV_9589,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_amphinema
ASV_9590,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Lecudinidae,Lankesteria,Lankesteria_chelyosomae
ASV_9591,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,,,,
ASV_9592,Eukaryota,,,,,,,,
ASV_9593,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,,,,
ASV_9595,Eukaryota,TSAR,,,,,,,
ASV_9596,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Malacostraca,,
ASV_9597,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.
ASV_9598,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,
ASV_9599,Eukaryota,TSAR,Alveolata,Ciliophora,,,,,
ASV_9600,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9601,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,
ASV_9602,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Diplonemidae,,
ASV_9603,Eukaryota,TSAR,,,,,,,
ASV_9604,Eukaryota,TSAR,Stramenopiles,Bigyra,,,,,
ASV_9605,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_lauderi
ASV_9606,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,Pterospermaceae,Pterosperma,Pterosperma_cristatum
ASV_9607,Eukaryota,TSAR,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-Ia,RAD-B_X_Group-Ia_X,RAD-B_X_Group-Ia_X_sp.
ASV_9608,,,,,,,,,
ASV_9609,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9610,Bacteria,PANNAM,Proteobacteria,Proteobacteria_X,,,,,
ASV_9611,Eukaryota,,,,,,,,
ASV_9612,Eukaryota,Obazoa,Opisthokonta,Fungi,,,,,
ASV_9613,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Gastropoda,Dendronotoidea-Arminoidea-Aeolidoidea,Doto,
ASV_9614,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9615,Eukaryota,Archaeplastida,Picozoa,Picozoa_subdivision_1,Picomonadea,Picomonadida,Picomonadidae,Picomonas,Picomonas_judraskeda
ASV_9616,Eukaryota,TSAR,Rhizaria,Foraminifera,Globothalamea,Rotaliida,Elphidiidae,Elphidium,
ASV_9617,Eukaryota,,,,,,,,
ASV_9618,Eukaryota,TSAR,Rhizaria,Radiolaria,Acantharea,Acantharea_1,Acantharea_1_X,Acantharea_1_XX,Acantharea_1_XX_sp.
ASV_9620,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinales,Corallinales_X,Corallina,Corallina_elongata
ASV_9621,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,
ASV_9622,Eukaryota,TSAR,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,
ASV_9623,Eukaryota,TSAR,,,,,,,
ASV_9624,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Haplosporida,Haplosporidiidae,Minchinia,Minchinia_chitonis
ASV_9625,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9626,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9627,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,
ASV_9628,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,,,,
ASV_9629,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Labyrinthulochytrium,Labyrinthulochytrium_arktikum
ASV_9630,Eukaryota,,,,,,,,
ASV_9631,Eukaryota,Amoebozoa,Evosea,Evosea_X,Archamoebea,Mastigamoebida,Mastigamoebidae,Mastigamoeba,Mastigamoeba_punctachora
ASV_9632,Eukaryota,,,,,,,,
ASV_9633,Eukaryota,TSAR,Rhizaria,Radiolaria,RAD-B,RAD-B_X,Taxopodida,Sticholonche,Sticholonche_sp.
ASV_9634,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9635,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9636,Eukaryota,Obazoa,,,,,,,
ASV_9637,Eukaryota,TSAR,Rhizaria,Foraminifera,Monothalamids,,,,
ASV_9638,Eukaryota,,,,,,,,
ASV_9639,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9640,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9642,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9643,Eukaryota,Obazoa,Opisthokonta,Metazoa,Ctenophora,Ctenophora_X,Ctenophora_XX,Bolinopsis,Bolinopsis_infundibulum
ASV_9644,Eukaryota,,,,,,,,
ASV_9645,Eukaryota,TSAR,,,,,,,
ASV_9646,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9647,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Zostera,
ASV_9648,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9649,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Podolampadaceae,Blepharocysta,
ASV_9650,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9651,Eukaryota,TSAR,Stramenopiles,Gyrista,,,,,
ASV_9652,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9653,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9654,Eukaryota,TSAR,Stramenopiles,Gyrista,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_dubia
ASV_9656,Eukaryota,Archaeplastida,Picozoa,Picozoa_subdivision_1,,,,,
ASV_9657,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidomataceae,,
ASV_9658,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.
ASV_9659,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9660,Bacteria,PANNAM,Proteobacteria,Proteobacteria_X,Gammaproteobacteria,,,,
ASV_9661,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,,,
ASV_9662,Eukaryota,Obazoa,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,Calyx,Calyx_sp.
ASV_9663,Eukaryota,,,,,,,,
ASV_9664,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium_contortum
ASV_9665,Eukaryota,Obazoa,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,Phorbas,Phorbas_punctatus
ASV_9666,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9667,Eukaryota,Obazoa,Opisthokonta,Metazoa,Mollusca,Bivalvia,Mytiloida,,
ASV_9668,Eukaryota,,,,,,,,
ASV_9669,Eukaryota,,,,,,,,
ASV_9670,Eukaryota,Obazoa,Opisthokonta,Metazoa,Echinodermata,Echinodermata_X,Echinodermata_XX,,
ASV_9671,Eukaryota,,,,,,,,
ASV_9672,Eukaryota,,,,,,,,
ASV_9673,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,
ASV_9674,Eukaryota,,,,,,,,
ASV_9675,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9676,Eukaryota,,,,,,,,
ASV_9677,Eukaryota,,,,,,,,
ASV_9678,Eukaryota,,,,,,,,
ASV_9679,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinales,Corallinales_X,Lithophyllum,Lithophyllum_kotschyanum
ASV_9680,Eukaryota,TSAR,,,,,,,
ASV_9681,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,,,,
ASV_9682,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,
ASV_9683,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,,,,
ASV_9684,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,
ASV_9685,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,,
ASV_9686,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9687,Eukaryota,TSAR,Telonemia,Telonemia_X,Telonemia_XX,Telonemia_XXX,Telonemia-Group-1,Telonema-Group-1,
ASV_9688,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
ASV_9689,Eukaryota,,,,,,,,
ASV_9690,Eukaryota,Obazoa,Opisthokonta,Fungi,,,,,
ASV_9691,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Scytomonadidae,Notosolenus,Notosolenus_urceolatus
ASV_9692,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9693,Eukaryota,,,,,,,,
ASV_9694,Eukaryota,,,,,,,,
ASV_9695,Eukaryota,TSAR,Rhizaria,Foraminifera,Globothalamea,Rotaliida,Globigerinoidea,Globigerinita,Globigerinita_glutinata
ASV_9696,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I_X,Dino-Group-I_XX,Dino-Group-I_XX_sp.
ASV_9697,Eukaryota,TSAR,Stramenopiles,Gyrista,,,,,
ASV_9698,Eukaryota,,,,,,,,
ASV_9700,Eukaryota,TSAR,Stramenopiles,,,,,,
ASV_9701,Eukaryota,TSAR,Rhizaria,Radiolaria,Acantharea,Acantharea_2,Acantharea_2b,Acantharea_2b_X,Acantharea_2b_X_sp.
ASV_9702,Eukaryota,,,,,,,,
ASV_9703,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,Thaumatomastix_sp.
ASV_9704,Eukaryota,,,,,,,,
ASV_9705,,,,,,,,,
ASV_9706,Eukaryota,,,,,,,,
ASV_9707,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastea,Prokinetoplastida,Ichthyobodonidae,Ichthyobodo,
ASV_9708,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Sey055-lineage,Sey055-lineage_X,Sey055-lineage_X_sp.
ASV_9709,Eukaryota,Obazoa,Opisthokonta,Metazoa,Urochordata,Urochordata_X,Ascidiacea,Pyrosoma,Pyrosoma_atlanticum
ASV_9710,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,,,
ASV_9711,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9712,Eukaryota,Obazoa,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,Spanioplon,Spanioplon_armaturum
ASV_9713,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9714,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.
ASV_9715,Eukaryota,TSAR,,,,,,,
ASV_9716,Eukaryota,TSAR,Rhizaria,Radiolaria,RAD-B,RAD-B_X,RAD-B_X_Group-IV_X,RAD-B_X_Group-IV_XX,RAD-B_X_Group-IV_XX_sp.
ASV_9717,Eukaryota,Obazoa,Opisthokonta,Metazoa,Cnidaria,Cnidaria_X,Hydrozoa,,
ASV_9718,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Diplonemidae,Lacrimia,Lacrimia_lanifica
ASV_9719,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp.
ASV_9720,Bacteria,PANNAM,Proteobacteria,Proteobacteria_X,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_X,SAR324_clade(Marine_group_B)_XX,SAR324_clade(Marine_group_B)_XX_sp.
ASV_9721,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Labyrinthulomycetes_X,Stellarchytrium,Stellarchytrium_dubum
ASV_9722,Eukaryota,TSAR,Rhizaria,Radiolaria,Polycystinea,Nassellaria,,,
ASV_9723,Eukaryota,,,,,,,,
ASV_9724,Eukaryota,Obazoa,Opisthokonta,Metazoa,Chaetognatha,Aphragmophora,Aphragmophora_X,Krohnitta,Krohnitta_pacifica
ASV_9725,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9726,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9727,,,,,,,,,
ASV_9728,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7_X_sp.
ASV_9729,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,
ASV_9730,Eukaryota,TSAR,Alveolata,Ciliophora,,,,,
ASV_9731,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9732,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.
ASV_9733,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Pyramimonadophyceae,Pyramimonadales,,,
ASV_9734,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9735,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Pseudophyllomitidae,MAST-6,Mastreximonas,Mastreximonas_tlaamin
ASV_9736,Eukaryota,Obazoa,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,Haliclona,Haliclona_cinerea
ASV_9737,Eukaryota,,,,,,,,
ASV_9738,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Anoecales,Cafeteriaceae,Pseudobodo,Pseudobodo_sp.
ASV_9739,Eukaryota,,,,,,,,
ASV_9740,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.
ASV_9741,Eukaryota,,,,,,,,
ASV_9742,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9743,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,
ASV_9746,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Oligotrichida,Strombidiidae,,
ASV_9747,Eukaryota,Archaeplastida,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinales,Corallinales_X,Lithophyllum,
ASV_9748,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Eupelagonemidae,Eupelagonemidae_X,Eupelagonemidae_X_sp.
ASV_9749,Bacteria,PANNAM,Proteobacteria,Proteobacteria_X,Gammaproteobacteria,Gammaproteobacteria_X,Gammaproteobacteria_XX,Gammaproteobacteria_XXX,Gammaproteobacteria_XXX_sp.
ASV_9750,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9752,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Scytomonadidae,,
ASV_9753,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp.
ASV_9754,Eukaryota,Obazoa,Opisthokonta,Metazoa,Bryozoa,Bryozoa_X,Bryozoa_XX,,
ASV_9755,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9756,Eukaryota,,,,,,,,
ASV_9757,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Acanthoecida,Acanthoecidae_Group_G,Calliacantha,Calliacantha_natans
ASV_9758,Eukaryota,,,,,,,,
ASV_9759,Eukaryota,,,,,,,,
ASV_9760,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9761,Eukaryota,TSAR,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,,
ASV_9762,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,,
ASV_9763,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Scytomonadidae,,
ASV_9764,Eukaryota,,,,,,,,
ASV_9765,Eukaryota,TSAR,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,RAD-C_Xb_X_sp.
ASV_9766,Eukaryota,Obazoa,Opisthokonta,Metazoa,Chaetognatha,Aphragmophora,Aphragmophora_X,Krohnitta,Krohnitta_pacifica
ASV_9767,Eukaryota:nucl,Cryptista:nucl,Cryptophyta:nucl,Cryptophyta_X:nucl,Cryptophyceae:nucl,Cryptomonadales:nucl,Cryptomonadales_X:nucl,Falcomonas:nucl,Falcomonas_daucoides:nucl
ASV_9768,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9769,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemida,Diplonemidae,,
ASV_9770,Eukaryota,,,,,,,,
ASV_9771,Eukaryota,,,,,,,,
ASV_9772,Eukaryota,TSAR,Stramenopiles,Gyrista,,,,,
ASV_9773,Eukaryota,,,,,,,,
ASV_9774,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,
ASV_9775,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9776,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Torrea,Torrea_sp.
ASV_9777,Eukaryota,Excavata,Discoba,,,,,,
ASV_9778,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9779,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9780,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Corycaeus,Corycaeus_speciosus
ASV_9781,Eukaryota,TSAR,Rhizaria,Radiolaria,Polycystinea,Nassellaria,Nassellaria_1,Nassellaria_1_X,Nassellaria_1_X_sp.
ASV_9782,Eukaryota,,,,,,,,
ASV_9783,Eukaryota,,,,,,,,
ASV_9784,Eukaryota,Obazoa,Opisthokonta,,,,,,
ASV_9785,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9786,Eukaryota,Haptista,,,,,,,
ASV_9787,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9788,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9789,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3_X_sp.
ASV_9790,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9791,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9792,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Chlamydophryidae,Trachyrhizium,Trachyrhizium_urniformis
ASV_9793,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,
ASV_9794,Eukaryota,TSAR,Rhizaria,Radiolaria,RAD-C,RAD-C_X,RAD-C_Xb,RAD-C_Xb_X,RAD-C_Xb_X_sp.
ASV_9796,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9797,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium_perezi
ASV_9798,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9799,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9800,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9801,Eukaryota,,,,,,,,
ASV_9802,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9803,Eukaryota,,,,,,,,
ASV_9804,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,
ASV_9805,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9806,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,
ASV_9807,Eukaryota,TSAR,Stramenopiles,Gyrista,,,,,
ASV_9808,Eukaryota,TSAR,Alveolata,Dinoflagellata,,,,,
ASV_9809,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
ASV_9810,Eukaryota,,,,,,,,
ASV_9811,Eukaryota,TSAR,Alveolata,,,,,,
ASV_9812,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,,
ASV_9813,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,
